condition,drugName,avg_rating,review_count
10</span> users found this comment helpful.,Bontril Slow Release,1.0,1
10</span> users found this comment helpful.,Fleet Enema,10.0,1
10</span> users found this comment helpful.,Junel Fe 1 / 20,4.0,1
10</span> users found this comment helpful.,Levitra,8.0,1
10</span> users found this comment helpful.,Limbrel,9.0,1
10</span> users found this comment helpful.,Loestrin 24 Fe,9.0,1
10</span> users found this comment helpful.,MoviPrep,7.0,1
10</span> users found this comment helpful.,Mucinex,9.0,1
10</span> users found this comment helpful.,Ornex,10.0,1
10</span> users found this comment helpful.,Ortho Micronor,6.0,1
10</span> users found this comment helpful.,Orthovisc,9.0,1
10</span> users found this comment helpful.,Prozac,9.0,1
10</span> users found this comment helpful.,Roxicet,10.0,1
10</span> users found this comment helpful.,Safyral,2.0,1
10</span> users found this comment helpful.,Seroquel,7.0,1
10</span> users found this comment helpful.,Tradjenta,2.0,1
10</span> users found this comment helpful.,Ultram,3.0,1
10</span> users found this comment helpful.,Zegerid,10.0,1
110</span> users found this comment helpful.,Plavix,9.0,1
11</span> users found this comment helpful.,Estradiol Patch,9.0,1
11</span> users found this comment helpful.,Finacea,10.0,1
11</span> users found this comment helpful.,Levaquin,1.0,1
11</span> users found this comment helpful.,Methadone Diskets,10.0,1
11</span> users found this comment helpful.,Norco,9.0,1
11</span> users found this comment helpful.,Provigil,8.0,1
11</span> users found this comment helpful.,Saphris,9.0,1
11</span> users found this comment helpful.,Veramyst,10.0,1
11</span> users found this comment helpful.,Wellbutrin,3.0,1
11</span> users found this comment helpful.,Xanax XR,2.0,1
121</span> users found this comment helpful.,Plavix,6.0,1
123</span> users found this comment helpful.,BuSpar,10.0,1
12</span> users found this comment helpful.,Adderall,6.0,1
12</span> users found this comment helpful.,Ambien CR,6.0,1
12</span> users found this comment helpful.,Amitiza,9.0,1
12</span> users found this comment helpful.,Drixoral Cold and Allergy,10.0,2
12</span> users found this comment helpful.,Dulcolax,7.0,1
12</span> users found this comment helpful.,Enulose,10.0,1
12</span> users found this comment helpful.,Fanapt,5.0,1
12</span> users found this comment helpful.,Generess Fe,4.0,1
12</span> users found this comment helpful.,Halcion,8.0,1
12</span> users found this comment helpful.,Junel Fe 1 / 20,3.0,1
12</span> users found this comment helpful.,Mucinex,7.0,1
12</span> users found this comment helpful.,Nasonex,8.0,1
12</span> users found this comment helpful.,Orapred,7.0,1
12</span> users found this comment helpful.,Pepcid AC Chewable Tablets,9.0,1
12</span> users found this comment helpful.,Toradol,9.0,1
12</span> users found this comment helpful.,Wellbutrin,9.0,1
12</span> users found this comment helpful.,Zyprexa,9.0,1
13</span> users found this comment helpful.,Accutane,10.0,1
13</span> users found this comment helpful.,Adderall XR,10.0,1
13</span> users found this comment helpful.,AndroGel,10.0,1
13</span> users found this comment helpful.,Axiron,3.0,1
13</span> users found this comment helpful.,Beyaz,2.0,1
13</span> users found this comment helpful.,Camila,4.0,1
13</span> users found this comment helpful.,Celebrex,10.0,1
13</span> users found this comment helpful.,Darvocet-N 50,8.0,1
13</span> users found this comment helpful.,Deplin,6.0,1
13</span> users found this comment helpful.,Dilaudid,10.0,2
13</span> users found this comment helpful.,Duexis,1.0,1
13</span> users found this comment helpful.,Junel Fe 1 / 20,5.5,2
13</span> users found this comment helpful.,Lyrica,10.0,1
13</span> users found this comment helpful.,Nora-Be,8.0,1
13</span> users found this comment helpful.,Omnaris,8.0,1
13</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,3.0,1
13</span> users found this comment helpful.,Sronyx,9.0,1
13</span> users found this comment helpful.,Synvisc,9.0,1
13</span> users found this comment helpful.,Thorazine,10.0,1
142</span> users found this comment helpful.,Adderall,10.0,1
142</span> users found this comment helpful.,Alli,9.0,1
145</span> users found this comment helpful.,Flexeril,10.0,1
146</span> users found this comment helpful.,Efudex,10.0,1
14</span> users found this comment helpful.,Adderall,10.0,1
14</span> users found this comment helpful.,Benicar,9.0,1
14</span> users found this comment helpful.,Contrave,1.0,1
14</span> users found this comment helpful.,Hair Regrowth Treatment for Women,1.0,1
14</span> users found this comment helpful.,Intuniv,10.0,1
14</span> users found this comment helpful.,Linzess,6.0,1
14</span> users found this comment helpful.,Pepcid,8.0,1
14</span> users found this comment helpful.,Protonix,10.0,1
14</span> users found this comment helpful.,Revlimid,10.0,1
14</span> users found this comment helpful.,Silenor,3.0,1
14</span> users found this comment helpful.,Viibryd,8.0,1
14</span> users found this comment helpful.,Vimovo,1.0,1
14</span> users found this comment helpful.,Yasmin,1.0,1
14</span> users found this comment helpful.,Yaz,7.0,1
15</span> users found this comment helpful.,Adderall,9.0,1
15</span> users found this comment helpful.,Azo-Standard,7.0,1
15</span> users found this comment helpful.,Contrave,6.0,1
15</span> users found this comment helpful.,Cryselle,10.0,1
15</span> users found this comment helpful.,Depo-Provera,6.0,2
15</span> users found this comment helpful.,Dymista,10.0,1
15</span> users found this comment helpful.,Fiorinal with Codeine,9.0,1
15</span> users found this comment helpful.,Flexeril,1.0,1
15</span> users found this comment helpful.,MS Contin,6.0,1
15</span> users found this comment helpful.,Restasis,3.0,1
15</span> users found this comment helpful.,Rogaine,1.0,1
15</span> users found this comment helpful.,Skelaxin,5.0,1
15</span> users found this comment helpful.,Toprol-XL,7.0,1
15</span> users found this comment helpful.,Ultram,1.0,1
15</span> users found this comment helpful.,Viibryd,5.0,1
15</span> users found this comment helpful.,Wellbutrin SR,10.0,1
16</span> users found this comment helpful.,Adderall,10.0,1
16</span> users found this comment helpful.,Chloraseptic Sore Throat Spray,9.0,1
16</span> users found this comment helpful.,Climara Pro,7.0,1
16</span> users found this comment helpful.,Luvox,3.0,1
16</span> users found this comment helpful.,Lyrica,1.0,1
16</span> users found this comment helpful.,Metadate CD,10.0,1
16</span> users found this comment helpful.,Mobic,10.0,1
16</span> users found this comment helpful.,Mononessa,1.0,1
16</span> users found this comment helpful.,Remeron,9.0,1
16</span> users found this comment helpful.,Saphris,8.5,2
16</span> users found this comment helpful.,Suprep Bowel Prep Kit,4.0,1
16</span> users found this comment helpful.,VESIcare,5.0,1
16</span> users found this comment helpful.,Xanax,10.0,1
17</span> users found this comment helpful.,Adipex-P,10.0,1
17</span> users found this comment helpful.,Antabuse,2.0,1
17</span> users found this comment helpful.,Cheratussin AC,7.0,1
17</span> users found this comment helpful.,Cialis,10.0,1
17</span> users found this comment helpful.,Levora,9.0,1
17</span> users found this comment helpful.,Lo Loestrin Fe,10.0,1
17</span> users found this comment helpful.,Lyrica,1.0,1
17</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,9.0,1
17</span> users found this comment helpful.,Remeron,10.0,1
17</span> users found this comment helpful.,Ritalin,10.0,1
17</span> users found this comment helpful.,Serzone,10.0,1
17</span> users found this comment helpful.,Trintellix,1.0,1
17</span> users found this comment helpful.,Vaniqa,10.0,1
17</span> users found this comment helpful.,Zetia,5.0,1
18</span> users found this comment helpful.,Adipex-P,9.0,1
18</span> users found this comment helpful.,Beyaz,7.0,1
18</span> users found this comment helpful.,Flomax,8.0,1
18</span> users found this comment helpful.,Nutropin,10.0,1
18</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,9.0,1
18</span> users found this comment helpful.,Soma,9.0,1
18</span> users found this comment helpful.,Synvisc-One,1.0,1
18</span> users found this comment helpful.,Taztia XT,9.0,1
18</span> users found this comment helpful.,Testim,8.0,1
18</span> users found this comment helpful.,Xolair,10.0,1
18</span> users found this comment helpful.,Zyprexa,10.0,1
19</span> users found this comment helpful.,Anafranil,4.0,1
19</span> users found this comment helpful.,Concerta,9.0,1
19</span> users found this comment helpful.,Depo-Provera,9.0,1
19</span> users found this comment helpful.,Dexilant,9.0,1
19</span> users found this comment helpful.,Invega Sustenna,1.0,1
19</span> users found this comment helpful.,Mirena,7.0,1
19</span> users found this comment helpful.,NP Thyroid,9.0,1
19</span> users found this comment helpful.,Nardil,1.0,1
19</span> users found this comment helpful.,Necon 1 / 35,10.0,1
19</span> users found this comment helpful.,OsmoPrep,10.0,1
19</span> users found this comment helpful.,Zoloft,10.0,1
1</span> users found this comment helpful.,Aerobid-M,10.0,1
1</span> users found this comment helpful.,Alavert D-12 Hour Allergy and Sinus,5.0,1
1</span> users found this comment helpful.,Alesse,2.0,1
1</span> users found this comment helpful.,Allegra,9.0,1
1</span> users found this comment helpful.,Atripla,10.0,1
1</span> users found this comment helpful.,Augmentin,9.0,1
1</span> users found this comment helpful.,Aviane,5.0,4
1</span> users found this comment helpful.,Beyaz,5.0,1
1</span> users found this comment helpful.,Chateal,8.0,1
1</span> users found this comment helpful.,Cipro,4.0,1
1</span> users found this comment helpful.,Ciprodex,8.0,1
1</span> users found this comment helpful.,Depo-Provera,5.142857142857143,7
1</span> users found this comment helpful.,Desogen,2.0,1
1</span> users found this comment helpful.,Duac,1.0,1
1</span> users found this comment helpful.,Epiduo,9.0,1
1</span> users found this comment helpful.,Flagyl,4.0,1
1</span> users found this comment helpful.,Gianvi,4.833333333333333,6
1</span> users found this comment helpful.,Gildess Fe 1 / 20,5.0,1
1</span> users found this comment helpful.,Jolessa,5.0,2
1</span> users found this comment helpful.,Levora,3.5,2
1</span> users found this comment helpful.,Linzess,10.0,1
1</span> users found this comment helpful.,Lo Loestrin Fe,2.0,1
1</span> users found this comment helpful.,Loestrin 24 Fe,6.5,6
1</span> users found this comment helpful.,Lotrimin AF Athlete's Foot Powder,9.0,1
1</span> users found this comment helpful.,Meridia,9.5,2
1</span> users found this comment helpful.,Microgestin Fe 1 / 20,5.0,4
1</span> users found this comment helpful.,Minastrin 24 Fe,8.0,1
1</span> users found this comment helpful.,Nexium,9.0,1
1</span> users found this comment helpful.,Nexplanon,1.0,1
1</span> users found this comment helpful.,Nystop,1.0,1
1</span> users found this comment helpful.,Ocella,7.0,1
1</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,10.0,1
1</span> users found this comment helpful.,ParaGard,10.0,1
1</span> users found this comment helpful.,Safyral,9.0,1
1</span> users found this comment helpful.,Seasonique,7.5,4
1</span> users found this comment helpful.,Sprintec,8.333333333333334,3
1</span> users found this comment helpful.,Suboxone,9.666666666666666,3
1</span> users found this comment helpful.,Tri-Sprintec,5.0,5
1</span> users found this comment helpful.,TriNessa,4.4,5
1</span> users found this comment helpful.,Yaz,6.0,2
1</span> users found this comment helpful.,Zithromax,10.0,1
1</span> users found this comment helpful.,Zofran,10.0,1
20</span> users found this comment helpful.,Beyaz,7.5,2
20</span> users found this comment helpful.,Bydureon,8.0,1
20</span> users found this comment helpful.,Contrave,9.0,2
20</span> users found this comment helpful.,Cryselle,10.0,1
20</span> users found this comment helpful.,Lamisil,3.0,1
20</span> users found this comment helpful.,Microgestin Fe 1 / 20,1.0,1
20</span> users found this comment helpful.,Neurontin,1.0,1
20</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,9.0,1
20</span> users found this comment helpful.,Restoril,9.0,1
20</span> users found this comment helpful.,Viibryd,1.0,1
20</span> users found this comment helpful.,Zyrtec,10.0,1
21</span> users found this comment helpful.,Adderall,8.0,1
21</span> users found this comment helpful.,Belviq,5.0,1
21</span> users found this comment helpful.,Enskyce,6.0,1
21</span> users found this comment helpful.,Intuniv,2.0,1
21</span> users found this comment helpful.,Latuda,1.0,1
21</span> users found this comment helpful.,Librium,10.0,1
21</span> users found this comment helpful.,Mirena,10.0,1
21</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,10.0,1
21</span> users found this comment helpful.,Wellbutrin XL,10.0,1
22</span> users found this comment helpful.,Provigil,9.0,1
22</span> users found this comment helpful.,Ritalin,10.0,1
23</span> users found this comment helpful.,Amitiza,10.0,1
23</span> users found this comment helpful.,Amrix,9.0,1
23</span> users found this comment helpful.,Bentyl,10.0,1
23</span> users found this comment helpful.,Cialis,9.0,1
23</span> users found this comment helpful.,Coenzyme Q10,9.0,1
23</span> users found this comment helpful.,Flexeril,8.0,1
23</span> users found this comment helpful.,Restasis,10.0,1
23</span> users found this comment helpful.,Seasonique,9.0,1
23</span> users found this comment helpful.,Silenor,10.0,1
24</span> users found this comment helpful.,Contrave,9.0,1
24</span> users found this comment helpful.,Lyrica,5.0,1
24</span> users found this comment helpful.,Viibryd,6.0,2
25</span> users found this comment helpful.,Arthrotec,10.0,1
25</span> users found this comment helpful.,Junel Fe 1 / 20,9.0,1
25</span> users found this comment helpful.,Lescol,9.0,1
25</span> users found this comment helpful.,Lo Loestrin Fe,8.0,1
25</span> users found this comment helpful.,MoviPrep,1.0,1
25</span> users found this comment helpful.,Silenor,10.0,1
25</span> users found this comment helpful.,Viagra,10.0,1
26</span> users found this comment helpful.,Dulcolax,10.0,1
27</span> users found this comment helpful.,Dulcolax,1.0,1
27</span> users found this comment helpful.,Femring,10.0,1
27</span> users found this comment helpful.,Nardil,9.0,1
27</span> users found this comment helpful.,Premarin,10.0,1
27</span> users found this comment helpful.,Silenor,10.0,1
28</span> users found this comment helpful.,Marinol,9.0,1
28</span> users found this comment helpful.,Namenda XR,3.0,1
28</span> users found this comment helpful.,Silenor,10.0,1
29</span> users found this comment helpful.,Adderall,9.0,1
29</span> users found this comment helpful.,Contrave,10.0,1
29</span> users found this comment helpful.,Prempro,1.0,1
29</span> users found this comment helpful.,Remeron SolTab,9.0,1
29</span> users found this comment helpful.,Tenex,10.0,1
2</span> users found this comment helpful.,Aczone,9.0,1
2</span> users found this comment helpful.,Advair Diskus,1.0,1
2</span> users found this comment helpful.,Alesse,10.0,1
2</span> users found this comment helpful.,Allegra-D 24 Hour,8.0,1
2</span> users found this comment helpful.,Aviane,4.5,2
2</span> users found this comment helpful.,Bactrim DS,5.0,1
2</span> users found this comment helpful.,Cymbalta,1.0,1
2</span> users found this comment helpful.,Darvocet A500,9.0,1
2</span> users found this comment helpful.,Depo-Provera,5.333333333333333,3
2</span> users found this comment helpful.,Desogen,9.0,1
2</span> users found this comment helpful.,Effexor XR,10.0,1
2</span> users found this comment helpful.,Florinef,9.0,1
2</span> users found this comment helpful.,Fluzone,3.0,1
2</span> users found this comment helpful.,Gianvi,9.0,1
2</span> users found this comment helpful.,Implanon,5.5,2
2</span> users found this comment helpful.,Jolessa,4.666666666666667,3
2</span> users found this comment helpful.,Larin Fe 1 / 20,9.0,1
2</span> users found this comment helpful.,Levora,5.0,3
2</span> users found this comment helpful.,Lo Loestrin Fe,3.0,2
2</span> users found this comment helpful.,LoSeasonique,6.5,4
2</span> users found this comment helpful.,Loestrin 24 Fe,5.818181818181818,11
2</span> users found this comment helpful.,Lutera,10.0,1
2</span> users found this comment helpful.,Microgestin Fe 1 / 20,8.666666666666666,3
2</span> users found this comment helpful.,Mirena,7.333333333333333,3
2</span> users found this comment helpful.,Nexplanon,1.0,1
2</span> users found this comment helpful.,NuvaRing,1.0,1
2</span> users found this comment helpful.,Orsythia,1.0,1
2</span> users found this comment helpful.,Patanol,10.0,1
2</span> users found this comment helpful.,Percocet,10.0,1
2</span> users found this comment helpful.,Polysporin First Aid Antibiotic Ointment,1.0,1
2</span> users found this comment helpful.,Portia,9.0,1
2</span> users found this comment helpful.,Seasonique,4.5,2
2</span> users found this comment helpful.,Skyla,6.0,1
2</span> users found this comment helpful.,Sprintec,5.666666666666667,6
2</span> users found this comment helpful.,Suboxone,10.0,1
2</span> users found this comment helpful.,Subutex,10.0,1
2</span> users found this comment helpful.,Tri-Sprintec,7.0,9
2</span> users found this comment helpful.,TriNessa,8.0,1
2</span> users found this comment helpful.,Trileptal,7.5,2
2</span> users found this comment helpful.,Uta,7.0,1
2</span> users found this comment helpful.,Yaz,7.0,2
2</span> users found this comment helpful.,Zoloft,9.0,1
2</span> users found this comment helpful.,Zutripro,10.0,1
30</span> users found this comment helpful.,Xanax,10.0,1
31</span> users found this comment helpful.,Flexeril,9.0,1
31</span> users found this comment helpful.,Rogaine Men's Extra Strength,1.0,1
31</span> users found this comment helpful.,Xanax,10.0,1
32</span> users found this comment helpful.,Deplin,9.0,1
32</span> users found this comment helpful.,Lamictal,10.0,1
32</span> users found this comment helpful.,Mucinex,6.0,1
32</span> users found this comment helpful.,Testopel,10.0,1
33</span> users found this comment helpful.,Bentyl,10.0,1
33</span> users found this comment helpful.,BuSpar,10.0,1
33</span> users found this comment helpful.,Diovan,10.0,1
33</span> users found this comment helpful.,Lexapro,9.0,1
33</span> users found this comment helpful.,Zanaflex,10.0,1
34</span> users found this comment helpful.,Viagra,8.0,1
35</span> users found this comment helpful.,Remeron,9.0,1
35</span> users found this comment helpful.,Restasis,9.0,1
36</span> users found this comment helpful.,Klor-Con,10.0,1
36</span> users found this comment helpful.,Lodine,9.0,1
36</span> users found this comment helpful.,Namenda,1.0,1
36</span> users found this comment helpful.,Soma,10.0,1
36</span> users found this comment helpful.,Vimovo,4.0,1
39</span> users found this comment helpful.,Flexeril,5.0,1
39</span> users found this comment helpful.,Trileptal,10.0,1
39</span> users found this comment helpful.,Vivelle-Dot,9.0,1
3</span> users found this comment helpful.,Abilify,7.0,1
3</span> users found this comment helpful.,Accutane,9.0,1
3</span> users found this comment helpful.,Alesse,8.0,2
3</span> users found this comment helpful.,Ambien,8.0,1
3</span> users found this comment helpful.,Apri,4.0,1
3</span> users found this comment helpful.,Astepro,9.0,1
3</span> users found this comment helpful.,Augmentin,6.0,1
3</span> users found this comment helpful.,Bactrim,2.0,1
3</span> users found this comment helpful.,Beyaz,3.0,1
3</span> users found this comment helpful.,Chantix,10.0,2
3</span> users found this comment helpful.,Cymbalta,10.0,1
3</span> users found this comment helpful.,Depo-Provera,1.0,1
3</span> users found this comment helpful.,Desogen,5.0,1
3</span> users found this comment helpful.,Dilantin,1.0,1
3</span> users found this comment helpful.,Drixoral Cold and Allergy,10.0,1
3</span> users found this comment helpful.,Elavil,10.0,1
3</span> users found this comment helpful.,Fioricet with Codeine,5.0,1
3</span> users found this comment helpful.,Gianvi,2.0,1
3</span> users found this comment helpful.,Jolessa,7.0,3
3</span> users found this comment helpful.,Junel Fe 1 / 20,4.5,2
3</span> users found this comment helpful.,Klonopin,10.0,1
3</span> users found this comment helpful.,Latuda,2.0,1
3</span> users found this comment helpful.,Levaquin,2.0,1
3</span> users found this comment helpful.,Levora,5.5,2
3</span> users found this comment helpful.,Lexapro,9.0,1
3</span> users found this comment helpful.,Lo Loestrin Fe,6.0,4
3</span> users found this comment helpful.,LoSeasonique,5.25,4
3</span> users found this comment helpful.,Loestrin 24 Fe,5.0,3
3</span> users found this comment helpful.,Low-Ogestrel-21,8.0,1
3</span> users found this comment helpful.,Microgestin Fe 1 / 20,8.0,3
3</span> users found this comment helpful.,Mirena,7.0,1
3</span> users found this comment helpful.,Nexplanon,1.0,1
3</span> users found this comment helpful.,Nuvigil,9.0,1
3</span> users found this comment helpful.,Ocella,6.5,2
3</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,8.5,4
3</span> users found this comment helpful.,OxyContin,10.0,1
3</span> users found this comment helpful.,Paxil,9.0,1
3</span> users found this comment helpful.,Phenergan,10.0,1
3</span> users found this comment helpful.,ProAir HFA,9.0,1
3</span> users found this comment helpful.,Proventil HFA,10.0,1
3</span> users found this comment helpful.,Savella,8.0,1
3</span> users found this comment helpful.,Seasonique,5.0,1
3</span> users found this comment helpful.,Seroquel,9.0,1
3</span> users found this comment helpful.,Seroquel XR,9.0,1
3</span> users found this comment helpful.,Skyla,1.0,1
3</span> users found this comment helpful.,Sprintec,5.5,2
3</span> users found this comment helpful.,Sronyx,7.0,1
3</span> users found this comment helpful.,Tazorac,2.0,1
3</span> users found this comment helpful.,Tri-Linyah,10.0,1
3</span> users found this comment helpful.,Tri-Sprintec,6.0,2
3</span> users found this comment helpful.,TriNessa,5.5,2
3</span> users found this comment helpful.,Tussionex Pennkinetic,10.0,1
3</span> users found this comment helpful.,Victoza,6.0,1
3</span> users found this comment helpful.,Vyvanse,8.0,1
3</span> users found this comment helpful.,Xanax,9.0,1
3</span> users found this comment helpful.,Yasmin,5.0,3
3</span> users found this comment helpful.,Yaz,7.0,3
40</span> users found this comment helpful.,Remeron,8.0,1
41</span> users found this comment helpful.,Deplin,10.0,1
41</span> users found this comment helpful.,Exalgo,8.0,1
41</span> users found this comment helpful.,Phillips' Milk of Magnesia,10.0,1
41</span> users found this comment helpful.,Soma,10.0,1
41</span> users found this comment helpful.,Viibryd,9.0,1
42</span> users found this comment helpful.,Solu-Medrol,8.0,1
42</span> users found this comment helpful.,Zoloft,10.0,1
43</span> users found this comment helpful.,Fanapt,8.0,1
43</span> users found this comment helpful.,Lo / Ovral-28,10.0,1
43</span> users found this comment helpful.,Pristiq,9.0,1
43</span> users found this comment helpful.,Valium,9.0,1
44</span> users found this comment helpful.,Mysoline,10.0,1
44</span> users found this comment helpful.,Ultram ODT,10.0,1
44</span> users found this comment helpful.,Viagra,9.0,1
44</span> users found this comment helpful.,Viibryd,10.0,1
45</span> users found this comment helpful.,Depo-Provera,1.0,1
45</span> users found this comment helpful.,Vitamin B12,10.0,1
46</span> users found this comment helpful.,Uricalm,10.0,1
46</span> users found this comment helpful.,Vagifem,9.0,1
47</span> users found this comment helpful.,Rexulti,9.0,1
48</span> users found this comment helpful.,Flomax,10.0,1
4</span> users found this comment helpful.,Adderall,4.0,1
4</span> users found this comment helpful.,Adipex-P,9.666666666666666,3
4</span> users found this comment helpful.,Alesse,9.0,1
4</span> users found this comment helpful.,Augmentin,2.0,1
4</span> users found this comment helpful.,Biaxin,9.0,1
4</span> users found this comment helpful.,Blisovi 24 Fe,1.0,1
4</span> users found this comment helpful.,Chateal,4.0,1
4</span> users found this comment helpful.,Contrave,1.0,1
4</span> users found this comment helpful.,Cymbalta,8.0,1
4</span> users found this comment helpful.,Depakote,8.0,1
4</span> users found this comment helpful.,Depo-Medrol,1.0,1
4</span> users found this comment helpful.,Depo-Provera,9.0,2
4</span> users found this comment helpful.,Flagyl,8.0,1
4</span> users found this comment helpful.,Flexeril,3.0,1
4</span> users found this comment helpful.,Fragmin,10.0,1
4</span> users found this comment helpful.,Jalyn,5.0,1
4</span> users found this comment helpful.,Jolessa,3.5,2
4</span> users found this comment helpful.,Kadian,10.0,2
4</span> users found this comment helpful.,Klonopin,10.0,2
4</span> users found this comment helpful.,Lamictal,9.5,2
4</span> users found this comment helpful.,Levora,3.5,2
4</span> users found this comment helpful.,Lexapro,8.0,2
4</span> users found this comment helpful.,Limbrel,1.0,1
4</span> users found this comment helpful.,Loestrin 24 Fe,4.625,8
4</span> users found this comment helpful.,Maxidex,6.0,1
4</span> users found this comment helpful.,Mirena,3.0,2
4</span> users found this comment helpful.,Nexplanon,1.0,1
4</span> users found this comment helpful.,Nuvigil,7.0,1
4</span> users found this comment helpful.,Nytol,6.0,1
4</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,6.5,2
4</span> users found this comment helpful.,OxyContin,10.0,1
4</span> users found this comment helpful.,Paxil CR,8.0,1
4</span> users found this comment helpful.,Provera,1.0,1
4</span> users found this comment helpful.,Roxicet,10.0,1
4</span> users found this comment helpful.,Safyral,4.0,1
4</span> users found this comment helpful.,Seasonale,7.0,1
4</span> users found this comment helpful.,Seasonique,1.0,1
4</span> users found this comment helpful.,Seroquel,6.0,2
4</span> users found this comment helpful.,Spectracef,1.0,1
4</span> users found this comment helpful.,Suboxone,8.0,1
4</span> users found this comment helpful.,Tri-Sprintec,7.0,1
4</span> users found this comment helpful.,Trivora,4.0,1
4</span> users found this comment helpful.,Trulance,1.0,1
4</span> users found this comment helpful.,Yasmin,4.5,2
4</span> users found this comment helpful.,Yaz,9.5,2
51</span> users found this comment helpful.,Alli,9.0,1
54</span> users found this comment helpful.,Euflexxa,9.0,1
55</span> users found this comment helpful.,Arthrotec,8.0,1
55</span> users found this comment helpful.,Mucinex,8.0,1
5</span> users found this comment helpful.,Adderall XR,9.0,1
5</span> users found this comment helpful.,Beyaz,3.0,2
5</span> users found this comment helpful.,Chateal,4.0,1
5</span> users found this comment helpful.,Depo-Provera,1.0,2
5</span> users found this comment helpful.,Diprivan,10.0,1
5</span> users found this comment helpful.,Duragesic,9.0,1
5</span> users found this comment helpful.,Fioricet,9.0,1
5</span> users found this comment helpful.,Fleet Bisacodyl,10.0,1
5</span> users found this comment helpful.,Geodon,6.0,1
5</span> users found this comment helpful.,Gianvi,1.0,1
5</span> users found this comment helpful.,Hydromet,9.0,1
5</span> users found this comment helpful.,Jolessa,1.0,1
5</span> users found this comment helpful.,Kariva,3.0,1
5</span> users found this comment helpful.,Klonopin,9.0,1
5</span> users found this comment helpful.,Levora,7.75,4
5</span> users found this comment helpful.,Lo Loestrin Fe,7.0,1
5</span> users found this comment helpful.,Loestrin 24 Fe,8.0,1
5</span> users found this comment helpful.,Lyrica,6.5,2
5</span> users found this comment helpful.,Mirena,8.0,1
5</span> users found this comment helpful.,Nexium,6.0,1
5</span> users found this comment helpful.,Nicotrol Inhaler,10.0,1
5</span> users found this comment helpful.,Ortho Tri-Cyclen,8.0,1
